Customer_ID,Customer_Name,Gender,Age,City,State,Country,Customer_Segment,Registration_Date
CUST00103,Rebecca Valencia,,30.0,CHENNAI,Tamil Nadu,India,Corporate,2025-04-18
CUST00104,Christine Wright,,25.0,Kolkata,West Bengal,India,Home Office,2024-02-21
CUST00105,Richard Henson,,33.0,Chicago,Illinois,USA,Corporate,2026-03-06
CUST00106,Marc Moore,,39.0,Ahmedabad,Gujarat,India,Consumer,2025-06-25
CUST00107,Sharon Cherry,Female,57.0,Bengaluru,Karnataka,India,Corporate,
CUST00108,Sierra Johnson,F,37.0,New York,New York,USA,Consumer,2025-01-09
CUST00109,Evelyn Galvan,Male,38.0,Jaipur,Rajasthan,India,Consumer,2023-08-28
CUST00110,Sharon Cochran,F,34.0,Hyderabad,Telangana,India,Corporate,2025-10-13
CUST00111,Richard Rodriguez,,11.0,mumbai,Maharashtra,India,Consumer,2026-03-14
CUST00112,Shannon Walker,Male,34.0,Ahmedabad,Gujarat,India,Corporate,2023-11-03
CUST00113,Julia Torres,Male,35.0,lucknow,Uttar Pradesh,India,Home Office,2022-03-18
CUST00114,Crystal Johnson,,64.0,Hyderabad,Telangana,India,Corporate,2025-11-27
CUST00115,Garrett Lin,M,32.0,Bengaluru,Karnataka,India,Consumer,
CUST00116,Diana May,Male,38.0,LOS ANGELES,California,USA,Consumer,2025-01-20
CUST00117,William Herrera,Male,34.0,Bengaluru,Karnataka,India,Corporate,2023-03-11
CUST00118,Ashley Waller,Female,20.0,Ahmedabad,Gujarat,India,Consumer,2026-04-17
CUST00119,Victor Baker,,48.0,Mumbai,Maharashtra,India,Consumer,2025-01-11
CUST00120,Jeffrey Chandler,,44.0,Mumbai,Maharashtra,India,Consumer,2022-02-02
CUST00121,Larry Dixon,F,44.0,Delhi,Delhi,India,Home Office,2022-08-12
CUST00122,Kenneth Scott,Male,24.0,Lucknow,Uttar Pradesh,India,Corporate,2024-09-07
CUST00123,April Frost,F,51.0,Delhi,Delhi,India,Corporate,2022-09-16
CUST00124,Michelle Harmon,F,18.0,Lucknow,Uttar Pradesh,India,Consumer,2025-12-08
CUST00125,Helen Jones,Other,42.0,Houston,Texas,USA,Home Office,2024-07-17
CUST00126,Erin Edwards,M,61.0,Jaipur,Rajasthan,India,Home Office,2022-05-18
CUST00127,Michelle Evans,M,23.0,Los Angeles,California,USA,Home Office,2025-02-24
CUST00128,Jason Powell,F,28.0,Houston,Texas,USA,Home Office,2025-05-14
CUST00129,Cameron Fisher,Female,36.0,manchester,England,UK,Home Office,2024-01-23
CUST00130,Megan Orr,Other,28.0,Mumbai,Maharashtra,India,Corporate,2022-03-01
CUST00131,Elizabeth Kelley,Male,16.0,mumbai,Maharashtra,India,Home Office,2022-05-23
CUST00132,Dustin Jordan,F,35.0,Kolkata,West Bengal,India,Consumer,2023-10-01
CUST00133,Mary Marshall,F,22.0,Hyderabad,Telangana,India,Corporate,2023-07-12
CUST00134,Daniel Kennedy,F,40.0,kolkata,West Bengal,India,Consumer,2023-08-04
CUST00135,Rebecca Jackson,Other,105.0,Ahmedabad,Gujarat,India,Consumer,2023-03-09
CUST00136,Jose Schultz,,53.0,Manchester,England,UK,Consumer,2025-12-12
CUST00137,Robert Potter,F,25.0,chicago,Illinois,USA,Home Office,2022-06-09
CUST00138,Courtney Gonzalez,,31.0,Houston,Texas,USA,Consumer,2022-12-18
CUST00139,David Alvarez,,44.0,Houston,Texas,USA,Corporate,2024-12-09
CUST00140,Angel Perry,Other,20.0,CHENNAI,Tamil Nadu,India,Home Office,2024-12-22
CUST00141,Cheyenne Horton,Male,37.0,hyderabad,Telangana,India,Home Office,2025-05-18
CUST00142,David Douglas Jr.,,50.0,Manchester,England,UK,Corporate,2025-10-26
CUST00143,Patricia Rodriguez,Other,15.0,new york,New York,USA,Corporate,2023-09-13
CUST00144,Christopher Rubio,Male,37.0,london,England,UK,Home Office,2022-06-07
CUST00145,Amber Wright,,38.0,Chicago,Illinois,USA,Home Office,2022-03-26
CUST00146,Joyce Solis,,44.0,Manchester,England,UK,Home Office,2026-07-19
CUST00147,Victoria Larson,Other,20.0,CHENNAI,Tamil Nadu,India,Corporate,2024-06-18
CUST00148,Stephanie Salazar,Other,19.0,Chicago,Illinois,USA,Home Office,2026-06-05
CUST00149,Kathy Rivas,F,41.0,Chicago,Illinois,USA,Corporate,2025-05-19
CUST00150,Stephanie Manning,F,38.0,Lucknow,Uttar Pradesh,India,Corporate,2025-05-03
CUST00151,David Wright,,38.0,Hyderabad,Telangana,India,Corporate,2025-11-04
CUST00152,Pamela Boyd,Female,39.0,Mumbai,Maharashtra,India,Corporate,2026-04-19
CUST00153,Denise Jones,F,26.0,Bengaluru,Karnataka,India,Corporate,
CUST00154,Devon Flores,Male,37.0,Hyderabad,Telangana,India,Home Office,2026-07-15
CUST00155,Brenda Hall,Other,38.0,Ahmedabad,Gujarat,India,Corporate,2026-05-25
CUST00156,Michelle Brown,F,26.0,Kolkata,West Bengal,India,Consumer,2024-08-03
CUST00157,Joshua Perry,Male,57.0,kolkata,West Bengal,India,Home Office,2025-08-06
CUST00158,Jason Stein,Female,40.0,Bengaluru,Karnataka,India,Corporate,2024-11-17
CUST00159,Melissa Gates,Male,20.0,Mumbai,Maharashtra,India,Consumer,2024-03-01
CUST00160,Jamie Smith,,42.0,new york,New York,USA,Home Office,2024-08-25
CUST00161,Paul Castaneda,F,23.0,mumbai,Maharashtra,India,Corporate,2022-11-03
CUST00162,Jennifer Adkins,M,44.0,ahmedabad,Gujarat,India,Consumer,2026-06-14
CUST00163,Lindsey Walker,,105.0,Ahmedabad,Gujarat,India,Corporate,2023-05-08
CUST00164,Jeffrey Johnson,M,25.0,Delhi,Delhi,India,Corporate,2024-11-05
CUST00165,Michael Powell,Male,46.0,los angeles,California,USA,Home Office,2023-12-08
CUST00166,John Anderson,,39.0,NEW YORK,New York,USA,Home Office,2023-11-25
CUST00167,Alyssa Long,Female,44.0,Manchester,England,UK,Consumer,2026-05-09
CUST00168,Alyssa Day,,57.0,Pune,Maharashtra,India,Corporate,2026-07-28
CUST00169,Joel Williams,M,32.0,Pune,Maharashtra,India,Corporate,2024-01-24
CUST00170,Daniel Murphy,,25.0,New York,New York,USA,Corporate,2026-06-21
CUST00171,Jamie Walton,,24.0,Chennai,Tamil Nadu,India,Home Office,2025-09-15
CUST00172,Darlene Miller,,25.0,london,England,UK,Consumer,2023-12-24
CUST00173,Joshua Cooke,Female,34.0,Delhi,Delhi,India,Home Office,2026-03-16
CUST00174,Matthew Harrington,F,39.0,LONDON,England,UK,Consumer,2026-05-14
CUST00175,Nicole Herring,Other,38.0,London,England,UK,Consumer,2025-03-21
CUST00176,Alex Hernandez,Other,44.0,BENGALURU,Karnataka,India,Home Office,2024-11-26
CUST00177,Michael Elliott,Male,35.0,London,England,UK,Home Office,2024-10-02
CUST00178,Michael Wang,F,52.0,London,England,UK,Corporate,2023-10-17
CUST00179,Lawrence Adkins,Female,31.0,Chennai,Tamil Nadu,India,Consumer,2026-06-14
CUST00180,Robert Oconnell,Female,67.0,MANCHESTER,England,UK,Consumer,2024-01-26
CUST00181,Alexander Collins,F,42.0,Delhi,Delhi,India,Corporate,2024-12-12
CUST00182,Tina Sanders,Female,24.0,Delhi,Delhi,India,Consumer,2026-05-17
CUST00183,Angela Vaughn,F,22.0,Bengaluru,Karnataka,India,Consumer,2025-12-23
CUST00184,Ashley Barton,F,40.0,Jaipur,Rajasthan,India,Home Office,2025-07-04
CUST00185,Lindsay Martinez,Male,32.0,Hyderabad,Telangana,India,Home Office,2023-11-23
CUST00186,Dr. Hannah Patterson,F,43.0,Jaipur,Rajasthan,India,Corporate,
CUST00187,Jonathan Peterson,M,40.0,Manchester,England,UK,Corporate,2024-07-17
CUST00188,Samantha Garcia,M,34.0,kolkata,West Bengal,India,Corporate,2023-10-16
CUST00189,Madison Poole,M,24.0,Bengaluru,Karnataka,India,Corporate,2023-05-23
CUST00190,Jessica Gross,Female,16.0,Ahmedabad,Gujarat,India,Home Office,2025-03-29
CUST00191,Debra Morton,Female,29.0,London,England,UK,Consumer,2024-03-16
CUST00192,Karen Graham,Male,45.0,Pune,Maharashtra,India,Corporate,2025-10-09
CUST00193,Debra Christian,Other,37.0,Los Angeles,California,USA,Home Office,2025-03-13
CUST00194,Angelica Keith,Male,20.0,London,England,UK,Corporate,2025-10-25
CUST00195,John Bishop,,37.0,Los Angeles,California,USA,Corporate,
CUST00196,Allen Rosales,Female,39.0,LONDON,England,UK,Home Office,2022-10-14
CUST00197,Daniel Salinas,Male,24.0,Lucknow,Uttar Pradesh,India,Home Office,2024-09-30
CUST00198,Spencer Haynes,F,36.0,Bengaluru,Karnataka,India,Home Office,2026-01-25
CUST00199,Adam Vaughan,M,35.0,Ahmedabad,Gujarat,India,Home Office,2025-07-12
CUST00200,Nathan Freeman,M,21.0,AHMEDABAD,Gujarat,India,Home Office,2022-08-14
CUST00201,Melissa Brewer,F,39.0,Kolkata,West Bengal,India,Corporate,2026-02-15
CUST00202,Ricky Davis II,,41.0,Manchester,England,UK,Home Office,2024-12-27
CUST00203,Elizabeth Perkins,Other,47.0,Jaipur,Rajasthan,India,Home Office,2025-02-16
CUST00204,Joseph Coleman,Other,47.0,Kolkata,West Bengal,India,Home Office,2025-02-21
CUST00205,Erin Warner,Other,18.0,Chicago,Illinois,USA,Consumer,2026-05-03
CUST00206,David Martinez,F,23.0,Los Angeles,California,USA,Consumer,2023-03-15
CUST00207,Bryan Herrera,Female,41.0,Bengaluru,Karnataka,India,Corporate,2025-10-03
CUST00208,Cathy Robinson,Female,41.0,new york,New York,USA,Corporate,2022-01-11
CUST00209,Dr. William Warren,Male,41.0,Manchester,England,UK,Consumer,2023-08-08
CUST00210,Brian Lee,M,81.0,Pune,Maharashtra,India,Consumer,2022-12-27
CUST00211,Christopher Smith,M,41.0,lucknow,Uttar Pradesh,India,Home Office,2022-08-08
CUST00212,Denise Mccann,Female,48.0,manchester,England,UK,Home Office,2023-07-13
CUST00213,Melissa Martinez,Female,46.0,jaipur,Rajasthan,India,Home Office,2023-08-28
CUST00214,Katherine Salas,M,42.0,Chicago,Illinois,USA,Consumer,2025-10-02
CUST00215,Julie Alexander,Male,31.0,Mumbai,Maharashtra,India,Corporate,2023-11-07
CUST00216,Anthony Everett,,44.0,AHMEDABAD,Gujarat,India,Home Office,2023-09-21
CUST00217,Rodney Morales,Female,25.0,Bengaluru,Karnataka,India,Home Office,2023-03-29
CUST00218,Mark Brown,Female,32.0,Los Angeles,California,USA,Home Office,2025-01-05
CUST00219,Justin Torres,F,29.0,Delhi,Delhi,India,Home Office,2025-03-01
CUST00220,Bailey Duran DDS,Male,35.0,Hyderabad,Telangana,India,Corporate,2025-10-25
CUST00221,Courtney Mills,Other,62.0,Pune,Maharashtra,India,Corporate,2022-04-29
CUST00222,Jeremy Dalton,F,12.0,Jaipur,Rajasthan,India,Consumer,2022-04-03
CUST00223,Elizabeth Oliver DDS,,43.0,MANCHESTER,England,UK,Corporate,2026-04-24
CUST00224,Theresa Clark,,15.0,Los Angeles,California,USA,Consumer,2024-02-13
CUST00225,Matthew Moore,Female,29.0,LOS ANGELES,California,USA,Consumer,2024-03-15
CUST00226,Benjamin Smith,Other,48.0,Lucknow,Uttar Pradesh,India,Consumer,2024-02-16
CUST00227,Kirk Carter,Male,35.0,BENGALURU,Karnataka,India,Consumer,2025-06-13
CUST00228,Michael Warner,M,22.0,Bengaluru,Karnataka,India,Consumer,2022-04-10
CUST00229,Michael Bradshaw,Other,26.0,PUNE,Maharashtra,India,Home Office,2023-04-25
CUST00230,Lori Guerrero,Male,43.0,New York,New York,USA,Home Office,2024-12-03
CUST00231,Jessica Stephens,F,26.0,Chennai,Tamil Nadu,India,Corporate,2023-12-07
CUST00232,Susan Serrano,Female,37.0,HOUSTON,Texas,USA,Home Office,2026-03-26
CUST00233,Christopher Parker,Female,35.0,Hyderabad,Telangana,India,Corporate,2024-05-03
CUST00234,Laura Roberts,M,27.0,Delhi,Delhi,India,Home Office,2026-01-23
CUST00235,Michael Lyons,Female,60.0,Pune,Maharashtra,India,Corporate,2026-01-23
CUST00236,Kathryn Snyder,M,42.0,lucknow,Uttar Pradesh,India,Home Office,2026-02-27
CUST00237,Andrew Reynolds,Other,10.0,Kolkata,West Bengal,India,Corporate,2023-08-03
CUST00238,David Davis,Other,37.0,Manchester,England,UK,Consumer,2026-04-09
CUST00239,Sara Johnston,Female,27.0,ahmedabad,Gujarat,India,Consumer,2025-04-11
CUST00240,Yvonne Chambers,M,45.0,Chicago,Illinois,USA,Home Office,2025-11-03
CUST00241,Andrew Avila,F,25.0,Manchester,England,UK,Consumer,2022-10-14
CUST00242,Matthew Moon,,33.0,pune,Maharashtra,India,Home Office,2022-04-10
CUST00243,Kevin Walters,F,41.0,HYDERABAD,Telangana,India,Home Office,2024-02-04
CUST00244,Brandon Bailey MD,Other,45.0,MANCHESTER,England,UK,Corporate,22/04/2024
CUST00245,Shannon Rivera,Female,20.0,Mumbai,Maharashtra,India,Home Office,2023-01-03
CUST00246,Donna Landry,Female,30.0,Jaipur,Rajasthan,India,Consumer,2024-02-04
CUST00247,Krista Gibson,M,29.0,Lucknow,Uttar Pradesh,India,Corporate,2025-08-23
CUST00248,Frank Cordova,Male,27.0,Pune,Maharashtra,India,Consumer,2024-06-07
CUST00249,Jose Travis,,56.0,Ahmedabad,Gujarat,India,Home Office,2024-08-31
CUST00250,Kimberly Gutierrez,,39.0,Pune,Maharashtra,India,Consumer,2023-03-01
CUST00251,Isaiah Avila,M,19.0,Lucknow,Uttar Pradesh,India,Consumer,2024-03-07
CUST00252,Olivia Harris,F,46.0,Delhi,Delhi,India,Home Office,2024-06-14
CUST00253,Tanya Kim,Other,60.0,Chicago,Illinois,USA,Corporate,2026-05-24
CUST00254,Barbara Dudley,,47.0,Houston,Texas,USA,Corporate,2026-05-01
CUST00255,Cynthia Moore,Male,16.0,Hyderabad,Telangana,India,Corporate,2024-03-08
CUST00256,Kristen Davis,M,29.0,los angeles,California,USA,Consumer,2024-06-01
CUST00257,Susan Murray MD,Male,50.0,Los Angeles,California,USA,Home Office,28/02/2024
CUST00258,Kathleen Moran,Female,26.0,Ahmedabad,Gujarat,India,Corporate,2022-10-12
CUST00259,Denise Davenport,M,40.0,Jaipur,Rajasthan,India,Consumer,2023-05-31
CUST00260,Mrs. Kristen Reyes,Other,44.0,LONDON,England,UK,Corporate,2024-03-21
CUST00261,Katie Suarez,Other,23.0,Hyderabad,Telangana,India,Home Office,2024-09-08
CUST00262,Desiree Tyler,Male,34.0,Manchester,England,UK,Consumer,2023-07-29
CUST00263,Timothy Romero,Other,-3.0,Chennai,Tamil Nadu,India,Consumer,2024-08-03
CUST00264,Diane Evans,M,22.0,houston,Texas,USA,Home Office,2023-06-02
CUST00265,Yvonne Burns,Other,31.0,Manchester,England,UK,Home Office,2025-11-17
CUST00266,Joshua Reed,Male,20.0,DELHI,Delhi,India,Home Office,2025-09-23
CUST00267,Kimberly Gibson,F,54.0,Chicago,Illinois,USA,Home Office,05/08/2022
CUST00268,Colin Terry,Male,17.0,Ahmedabad,Gujarat,India,Corporate,2025-04-20
CUST00269,Cynthia Rowe,M,29.0,houston,Texas,USA,Home Office,2026-02-04
CUST00270,Patrick Thornton,,36.0,manchester,England,UK,Corporate,2024-07-15
CUST00271,Jasmin Alvarado,Other,52.0,Bengaluru,Karnataka,India,Corporate,2023-05-15
CUST00272,Veronica Simpson,F,17.0,Ahmedabad,Gujarat,India,Corporate,2025-09-08
CUST00273,Jonathan Lawrence,F,48.0,Houston,Texas,USA,Home Office,2026-03-21
CUST00274,Shelly Alexander,,35.0,Chennai,Tamil Nadu,India,Corporate,2025-10-05
CUST00275,Joyce Bowen,Other,23.0,Chicago,Illinois,USA,Home Office,2025-06-18
CUST00276,Matthew Moore,F,40.0,Delhi,Delhi,India,Home Office,2022-08-28
CUST00277,Wayne Morgan,Female,37.0,Hyderabad,Telangana,India,Corporate,2025-01-05
CUST00278,Marie Christian,Male,27.0,LUCKNOW,Uttar Pradesh,India,Consumer,2024-07-12
CUST00279,Shannon James,M,35.0,Chicago,Illinois,USA,Consumer,2025-11-03
CUST00280,Nathan Malone,M,30.0,Mumbai,Maharashtra,India,Corporate,2023-04-06
CUST00281,Amanda Jones,,36.0,Bengaluru,Karnataka,India,Consumer,2024-01-22
CUST00282,Tammie Bright,Male,42.0,HOUSTON,Texas,USA,Corporate,2026-03-19
CUST00283,Jessica Garcia,,54.0,Delhi,Delhi,India,Home Office,2023-05-01
CUST00284,Shelia Wallace,F,20.0,houston,Texas,USA,Home Office,2023-02-28
CUST00285,Stephanie Williams,,60.0,Chennai,Tamil Nadu,India,Consumer,2023-07-02
CUST00286,Elaine Brooks,Female,11.0,Houston,Texas,USA,Consumer,2022-09-17
CUST00287,Joseph Knight,Male,33.0,Chicago,Illinois,USA,Home Office,2024-04-28
CUST00288,,,42.0,Jaipur,Rajasthan,India,Corporate,2024-09-26
CUST00289,Carolyn Miller,Other,38.0,Los Angeles,California,USA,Corporate,2024-05-29
CUST00290,Lisa Allen,,27.0,Hyderabad,Telangana,India,Corporate,2025-10-29
CUST00291,Briana Murray,M,32.0,MUMBAI,Maharashtra,India,Home Office,2024-06-22
CUST00292,David Smith,Male,29.0,Hyderabad,Telangana,India,Home Office,2023-07-16
CUST00293,Stephanie Byrd,,27.0,CHENNAI,Tamil Nadu,India,Consumer,2026-01-26
CUST00294,,,45.0,mumbai,Maharashtra,India,Consumer,2024-11-29
CUST00295,Jeremy Reed,Other,39.0,Houston,Texas,USA,Corporate,2022-07-02
CUST00296,Margaret Coleman,F,26.0,Hyderabad,Telangana,India,Home Office,2025-08-06
CUST00297,Ryan Gonzalez,M,45.0,Chennai,Tamil Nadu,India,Consumer,2022-11-07
CUST00298,John Young,Other,38.0,BENGALURU,Karnataka,India,Consumer,2026-02-04
CUST00299,Laura Haney,,44.0,Jaipur,Rajasthan,India,Home Office,2026-01-16
CUST00300,William Barrett,Female,42.0,Lucknow,Uttar Pradesh,India,Consumer,2024-03-13
CUST00301,Keith Jennings,Female,25.0,Ahmedabad,Gujarat,India,Home Office,2022-01-25
CUST00302,Amber Obrien,Male,28.0,Houston,Texas,USA,Consumer,2026-04-27
CUST00303,Tanner Mitchell DDS,,43.0,Pune,Maharashtra,India,Home Office,2025-12-30
